-33.775,54.57,-61.502,179
-33.775,56.57,-56.502,24
-33.775,57.57,-58.502,85
-32.775,53.57,-62.502,410
-32.775,54.57,-54.502,150
-32.775,55.57,-54.502,61
-32.775,56.57,-54.502,46
-32.775,57.57,-54.502,23
-31.775,53.57,-61.502,294
-31.775,57.57,-53.502,79
-31.775,58.57,-55.502,58
-31.775,58.57,-54.502,95
-30.775,51.57,-84.502,1247
-30.775,51.57,-83.502,1216
-30.775,51.57,-82.502,1039
-30.775,52.57,-84.502,1192
-30.775,53.57,-85.502,465
-30.775,53.57,-80.502,351
-30.775,53.57,-61.502,437
-30.775,54.57,-80.502,344
-30.775,54.57,-62.502,306
-30.775,55.57,-50.502,37
-30.775,57.57,-52.502,63
-30.775,57.57,-51.502,3
-30.775,58.57,-55.502,167
-30.775,58.57,-54.502,85
-30.775,58.57,-53.502,26
-30.775,59.57,-57.502,118
-30.775,59.57,-56.502,189
-30.775,63.57,-84.502,478
-30.775,65.57,-75.502,359
-30.775,66.57,-73.502,104
-30.775,70.57,-78.502,291
-30.775,70.57,-77.502,258
-30.775,70.57,-76.502,217
-30.775,71.57,-78.502,404
-30.775,71.57,-77.502,413
-30.775,72.57,-78.502,291
-30.775,72.57,-77.502,340
-29.775,52.57,-75.502,213
-29.775,53.57,-62.502,303
-29.775,54.57,-49.502,148
-29.775,55.57,-49.502,125
-29.775,56.57,-49.502,57
-29.775,57.57,-50.502,89
-29.775,57.57,-49.502,20
-29.775,58.57,-52.502,155
-29.775,58.57,-51.502,30
-29.775,59.57,-56.502,176
-29.775,59.57,-55.502,129
-29.775,59.57,-54.502,113
-29.775,59.57,-53.502,102
-29.775,64.57,-84.502,429
-29.775,65.57,-75.502,505
-29.775,67.57,-83.502,661
-29.775,68.57,-82.502,488
-29.775,69.57,-82.502,826
-29.775,69.57,-81.502,518
-29.775,70.57,-81.502,799
-29.775,70.57,-80.502,515
-29.775,71.57,-80.502,804
-29.775,71.57,-79.502,640
-29.775,71.57,-78.502,477
-29.775,71.57,-77.502,399
-29.775,71.57,-76.502,374
-29.775,72.57,-79.502,693
-29.775,72.57,-78.502,730
-29.775,72.57,-77.502,701
